Station_ID,Company,Location,Availability,Charging_Type,Cost_per_kWh,Distance_km,Battery_Type,SOC_%,SOH_%,Cycle_Count,Range_km,Charging_Status,Charging_Speed_kW,Time_Remaining_min,Overcharge_Alert,Temperature_Alert,Tampering_Alert,Energy_Consumption_kWh_per_km,Motor_Usage_%,HVAC_Usage_%,Electronics_Usage_%,Battery_Temp_C,Coolant_Inlet_C,Coolant_Outlet_C,Coolant_Flow_L_min,Fan_Speed_RPM,Ambient_Temp_C,Thermal_Runaway_Risk,Error_Code
ST01199,Tata Power,Chennai,Available,Ordinary,7.29,26.31,Lithium-ion,65,87,295,259,Plugged In,50,82,No,Normal,No,0.212,55,15,18,43,44,29,4.4,4968,38,Medium,E202
ST01200,BP Pulse,Delhi,Available,Fast,6.91,43.73,Lithium-ion,44,70,497,423,Idle,146,77,Yes,High,Yes,0.216,62,8,20,25,23,44,2.31,1409,43,High,E404
ST01201,Fortum,Pune,Available,Fast,17.39,40.38,LFP,1,96,746,421,Plugged In,201,79,Yes,High,Yes,0.147,49,23,6,16,44,26,4.13,4218,27,Low,E303
ST01202,Tata Power,Chennai,Available,Fast,6.74,19.8,Lithium-ion,34,97,1432,426,Charging,226,106,Yes,High,No,0.19,67,21,17,30,27,30,4.04,1134,22,Low,E202
ST01203,Tata Power,Delhi,Occupied,Ordinary,7.49,2.08,NMC,63,94,1025,155,Charging,120,109,No,Normal,No,0.221,55,5,12,50,24,36,4.21,4899,43,Medium,E101
ST01204,Fortum,Pune,Occupied,Ordinary,27.0,9.04,NMC,48,87,1089,357,Charging,213,82,No,High,No,0.254,62,5,6,43,44,28,1.7,4006,17,High,E101
ST01205,ChargeZone,Delhi,Occupied,Ordinary,12.3,25.69,LFP,9,80,814,406,Charging,198,96,Yes,Normal,Yes,0.102,64,9,8,39,44,29,2.88,1032,34,Low,E303
ST01206,Fortum,Kolkata,Occupied,Ordinary,17.23,10.6,Lithium-ion,42,100,546,110,Fast Charging,212,99,No,Normal,No,0.214,45,11,15,42,27,50,1.44,3845,29,High,E303
ST01207,Fortum,Delhi,Available,Ordinary,15.37,4.84,NMC,20,71,1320,323,Idle,219,49,Yes,High,Yes,0.253,41,11,5,55,35,33,3.29,2145,13,Medium,E101
ST01208,ChargeZone,Pune,Available,Fast,25.42,3.63,Lithium-ion,76,70,976,52,Charging,84,95,No,Normal,No,0.287,49,10,13,54,39,48,1.11,2290,33,High,E101
ST01209,Electrify America,Ahmedabad,Occupied,Fast,22.87,45.08,LFP,54,85,812,171,Idle,204,107,No,High,No,0.135,63,11,19,32,20,38,1.31,3603,26,Medium,E101
ST01210,ChargeZone,Kolkata,Available,Ordinary,5.62,14.04,NMC,22,70,1130,250,Fast Charging,165,31,No,Low,Yes,0.152,51,7,17,47,21,22,1.83,4438,18,High,E202
ST01211,Ionity,Ahmedabad,Available,Ordinary,18.21,39.69,Lithium-ion,37,71,721,490,Plugged In,244,10,Yes,Normal,Yes,0.158,69,22,19,19,37,32,3.83,4700,30,Low,None
ST01212,Electrify America,Hyderabad,Available,Fast,27.67,5.19,Lithium-ion,18,94,1228,265,Plugged In,180,92,No,Normal,No,0.298,57,23,13,48,19,32,4.6,3804,10,Low,E404
ST01213,ChargeZone,Mumbai,Available,Fast,26.25,29.68,LFP,74,83,160,207,Idle,66,50,No,High,No,0.179,50,7,14,45,29,34,4.16,5000,16,High,None
ST01214,Ionity,Kolkata,Occupied,Ordinary,12.15,42.87,NMC,95,76,1460,298,Fast Charging,50,32,No,Normal,No,0.259,66,13,15,30,42,35,3.51,4121,15,High,None
ST01215,Ionity,Delhi,Available,Ordinary,19.51,36.43,NMC,58,73,572,414,Fast Charging,236,12,No,Normal,Yes,0.248,44,9,12,17,25,35,3.32,4675,10,Medium,E303
ST01216,Tata Power,Ahmedabad,Occupied,Ordinary,15.98,21.23,Lithium-ion,81,70,1123,129,Idle,66,13,No,Low,Yes,0.2,52,5,14,39,24,31,1.03,3916,18,Low,None
ST01217,BP Pulse,Pune,Occupied,Ordinary,7.37,18.14,Lithium-ion,92,90,720,217,Plugged In,37,73,Yes,Low,No,0.182,61,7,11,17,35,48,2.31,1223,35,High,E404
ST01218,Electrify America,Delhi,Available,Fast,29.04,45.71,NMC,42,83,1309,329,Charging,243,88,Yes,Normal,No,0.276,49,15,13,36,26,35,1.02,4734,20,Medium,None
ST01219,Electrify America,Kolkata,Occupied,Ordinary,27.54,22.11,NMC,16,94,836,57,Charging,54,36,Yes,Low,No,0.213,41,21,11,36,19,33,2.54,1376,33,Medium,E101
ST01220,Tata Power,Bangalore,Occupied,Ordinary,11.11,26.44,LFP,0,93,801,189,Plugged In,220,75,Yes,High,No,0.194,44,15,12,25,18,40,3.4,4080,40,High,E404
ST01221,BP Pulse,Bangalore,Occupied,Ordinary,6.97,26.11,LFP,31,84,938,341,Plugged In,207,86,No,Low,Yes,0.117,70,6,19,26,36,28,2.51,1243,20,Low,E202
ST01222,Tata Power,Delhi,Occupied,Fast,15.35,47.87,Lithium-ion,71,94,571,344,Fast Charging,117,117,No,Low,Yes,0.136,62,12,14,51,38,50,4.36,1692,44,High,E101
ST01223,ChargeZone,Kolkata,Occupied,Ordinary,5.48,19.75,LFP,13,95,1133,439,Charging,118,105,No,Normal,Yes,0.227,53,5,20,19,23,46,4.8,3224,36,High,E202
ST01224,BP Pulse,Ahmedabad,Occupied,Ordinary,18.22,17.11,LFP,75,77,1472,291,Charging,158,104,Yes,Normal,No,0.195,69,5,13,16,15,38,3.61,4693,10,High,E303
ST01225,Tata Power,Bangalore,Available,Ordinary,11.09,9.23,NMC,33,80,569,275,Charging,14,33,Yes,Low,Yes,0.112,40,8,15,44,16,44,3.44,2247,38,Medium,None
ST01226,Electrify America,Pune,Available,Fast,21.4,42.33,LFP,51,89,1497,477,Fast Charging,84,43,No,Normal,No,0.212,61,7,5,49,27,49,3.71,3233,13,High,E303
ST01227,Tata Power,Kolkata,Occupied,Fast,28.58,25.9,NMC,98,82,1234,100,Idle,51,64,No,Normal,Yes,0.176,51,9,14,23,26,29,2.65,2615,33,Medium,E101
ST01228,Fortum,Bangalore,Occupied,Ordinary,16.38,43.97,Lithium-ion,13,83,720,428,Idle,98,75,Yes,Low,Yes,0.176,48,25,9,15,32,43,4.38,1913,17,Medium,E404
ST01229,Fortum,Bangalore,Available,Ordinary,23.89,11.18,Lithium-ion,95,94,954,322,Idle,125,106,Yes,Low,No,0.101,67,11,10,23,45,24,3.33,3798,37,High,E202
ST01230,BP Pulse,Bangalore,Occupied,Fast,8.03,39.59,Lithium-ion,55,94,248,375,Fast Charging,194,68,Yes,High,Yes,0.234,51,13,19,31,20,28,4.99,2973,36,Medium,None
ST01231,ChargeZone,Chennai,Occupied,Fast,16.03,33.54,Lithium-ion,75,93,752,85,Idle,92,101,No,High,No,0.298,61,9,13,36,38,29,2.78,4048,39,Medium,E303
ST01232,Tata Power,Delhi,Occupied,Ordinary,7.12,33.5,LFP,85,89,83,87,Plugged In,215,7,No,Low,Yes,0.282,40,22,15,24,32,20,3.86,2427,13,Low,E101
ST01233,Electrify America,Hyderabad,Occupied,Fast,20.28,17.71,LFP,19,97,194,51,Fast Charging,243,96,Yes,Low,No,0.276,53,16,14,53,22,45,3.8,2379,29,Low,E202
ST01234,BP Pulse,Delhi,Occupied,Fast,7.46,35.73,Lithium-ion,60,84,716,241,Plugged In,85,20,No,Normal,Yes,0.148,63,15,11,44,31,50,3.02,4112,43,High,E202
ST01235,Tata Power,Kolkata,Occupied,Ordinary,5.76,22.99,LFP,82,77,369,237,Idle,184,56,No,High,Yes,0.158,41,18,7,48,38,36,2.83,1744,41,Low,None
ST01236,Fortum,Delhi,Available,Ordinary,19.93,31.71,Lithium-ion,25,90,189,499,Fast Charging,221,83,Yes,High,No,0.278,65,20,17,18,39,22,4.63,4279,10,Medium,E303
ST01237,Electrify America,Hyderabad,Occupied,Ordinary,24.04,26.9,NMC,91,83,1471,140,Idle,149,49,Yes,Low,Yes,0.285,47,12,19,52,26,32,3.89,2441,30,High,None
ST01238,Electrify America,Delhi,Occupied,Fast,28.1,42.34,LFP,41,95,625,386,Idle,131,92,No,Low,Yes,0.268,67,16,14,53,43,24,2.89,3368,33,Low,E303
ST01239,Tata Power,Mumbai,Occupied,Fast,8.29,41.6,LFP,12,95,1365,174,Plugged In,6,34,No,Low,Yes,0.122,65,14,9,47,21,39,4.64,2411,40,High,E101
ST01240,Electrify America,Delhi,Occupied,Ordinary,21.46,7.12,NMC,58,75,444,194,Charging,70,56,Yes,High,Yes,0.101,57,24,17,39,36,26,4.35,3508,12,Low,E202
ST01241,Electrify America,Ahmedabad,Occupied,Ordinary,24.86,13.39,NMC,1,93,387,137,Plugged In,111,97,Yes,Low,Yes,0.271,42,15,16,19,41,36,2.03,4719,37,Medium,E202
ST01242,BP Pulse,Ahmedabad,Occupied,Ordinary,26.03,20.16,LFP,24,72,73,178,Idle,90,71,No,Normal,No,0.286,48,6,15,17,26,33,4.61,3284,40,Medium,None
ST01243,Fortum,Bangalore,Available,Ordinary,19.92,22.68,NMC,2,85,802,351,Idle,79,83,No,High,Yes,0.109,64,12,18,47,23,25,3.15,4526,29,High,E202
ST01244,Ionity,Delhi,Available,Ordinary,29.72,3.41,LFP,37,87,681,375,Plugged In,247,23,Yes,Low,Yes,0.282,63,9,19,22,39,20,4.41,3015,12,High,E202
ST01245,Electrify America,Mumbai,Occupied,Ordinary,21.89,8.65,LFP,17,75,1232,234,Plugged In,45,26,Yes,Low,No,0.13,63,20,10,55,18,21,2.67,3887,13,Medium,None
ST01246,BP Pulse,Pune,Occupied,Ordinary,25.69,44.03,LFP,69,100,998,213,Fast Charging,213,48,Yes,Low,Yes,0.191,48,23,7,41,25,38,4.56,1207,25,High,None
ST01247,Electrify America,Chennai,Occupied,Ordinary,22.22,6.62,NMC,2,86,1202,187,Idle,82,17,Yes,High,Yes,0.203,55,18,11,33,21,42,3.86,2789,19,Medium,E202
ST01248,Electrify America,Chennai,Available,Fast,8.59,48.03,NMC,2,78,289,231,Plugged In,85,41,No,High,No,0.174,56,24,6,18,26,45,3.7,3561,32,Low,E101
ST01249,Electrify America,Bangalore,Available,Fast,21.59,4.65,LFP,11,80,1483,113,Idle,78,91,Yes,Normal,No,0.128,50,7,7,50,17,48,2.23,4706,19,Low,E202
ST01250,Electrify America,Bangalore,Available,Fast,16.68,37.06,NMC,83,71,1318,106,Charging,219,48,Yes,Low,No,0.26,58,13,5,48,32,41,3.49,3567,28,Medium,E101
ST01251,Ionity,Ahmedabad,Occupied,Fast,14.12,20.41,LFP,13,70,849,166,Plugged In,107,7,Yes,High,Yes,0.233,45,13,20,21,42,26,1.82,2608,27,Low,E404
ST01252,Tata Power,Hyderabad,Occupied,Ordinary,26.99,31.41,NMC,1,93,737,116,Idle,242,21,Yes,High,Yes,0.13,48,15,18,33,39,50,4.69,1739,25,High,E303
ST01253,Tata Power,Delhi,Available,Fast,11.52,8.04,LFP,24,90,1283,455,Charging,123,101,Yes,High,Yes,0.241,40,21,18,41,40,47,1.08,1147,42,Low,None
ST01254,Ionity,Ahmedabad,Occupied,Fast,9.0,1.7,NMC,47,89,458,149,Charging,228,89,Yes,Low,No,0.194,62,10,8,16,32,50,3.15,1986,45,High,E404
ST01255,BP Pulse,Mumbai,Available,Fast,10.63,8.38,LFP,85,90,705,105,Idle,154,94,No,Low,Yes,0.168,52,11,17,37,36,30,1.88,1030,17,Medium,None
ST01256,ChargeZone,Ahmedabad,Available,Fast,10.63,43.15,Lithium-ion,72,98,724,474,Fast Charging,233,100,Yes,Normal,No,0.13,41,22,18,28,16,35,2.8,1526,11,High,None
ST01257,ChargeZone,Ahmedabad,Available,Ordinary,6.46,15.49,Lithium-ion,42,84,350,254,Idle,27,53,No,Low,No,0.133,67,7,5,36,32,38,3.65,4095,41,Medium,E101
ST01258,Ionity,Mumbai,Available,Ordinary,24.23,6.91,Lithium-ion,89,92,417,189,Idle,249,13,Yes,Normal,Yes,0.14,64,8,11,36,25,44,2.07,1451,31,Low,E303
ST01259,Tata Power,Bangalore,Available,Fast,5.85,8.73,Lithium-ion,95,88,1099,384,Plugged In,146,48,No,Low,No,0.204,40,6,9,38,28,46,2.26,3976,23,Low,E202
ST01260,Ionity,Kolkata,Occupied,Ordinary,21.99,40.81,Lithium-ion,29,91,1121,84,Fast Charging,113,66,No,Low,Yes,0.178,68,23,15,40,45,25,2.17,2636,42,Low,E404
ST01261,Electrify America,Ahmedabad,Occupied,Fast,15.01,14.43,Lithium-ion,70,80,256,467,Charging,139,73,No,Normal,No,0.241,55,22,17,27,28,34,4.23,2294,35,High,E202
ST01262,Tata Power,Mumbai,Occupied,Fast,5.67,23.43,LFP,42,74,511,137,Plugged In,133,29,No,High,Yes,0.208,56,15,18,31,37,46,2.51,2720,14,Medium,E303
ST01263,Ionity,Hyderabad,Available,Ordinary,8.39,27.58,NMC,64,78,872,149,Plugged In,15,94,Yes,Low,Yes,0.258,53,7,14,25,24,48,1.81,3602,10,Medium,E404
ST01264,Tata Power,Ahmedabad,Occupied,Fast,26.38,22.61,LFP,72,81,748,311,Charging,122,117,No,High,Yes,0.264,40,9,14,22,27,31,2.34,1050,25,High,E202
ST01265,Tata Power,Bangalore,Occupied,Fast,7.45,33.48,Lithium-ion,72,70,94,453,Idle,81,43,No,Normal,No,0.15,69,7,17,22,39,35,2.41,3692,12,Medium,E101
ST01266,Ionity,Hyderabad,Available,Ordinary,25.88,0.5,LFP,43,95,871,344,Charging,129,34,Yes,Low,No,0.234,50,17,14,16,35,30,2.24,4701,21,Medium,E101
ST01267,BP Pulse,Delhi,Available,Fast,14.2,11.17,NMC,87,99,618,216,Charging,116,18,No,Normal,No,0.148,66,7,10,45,30,29,3.2,1187,38,Medium,E101
ST01268,Ionity,Ahmedabad,Occupied,Ordinary,9.77,36.17,LFP,85,75,193,87,Fast Charging,121,88,Yes,Low,No,0.257,64,7,13,25,20,47,2.03,3552,43,High,None
ST01269,Ionity,Bangalore,Occupied,Ordinary,10.18,40.15,LFP,32,75,842,241,Charging,214,45,No,Normal,Yes,0.185,47,25,8,45,38,27,3.97,1465,45,Low,E303
ST01270,Tata Power,Delhi,Available,Ordinary,12.37,11.01,LFP,33,99,1085,292,Fast Charging,34,111,No,High,No,0.221,45,12,16,36,44,20,1.05,4589,29,Low,E404
ST01271,Ionity,Hyderabad,Available,Ordinary,13.87,31.33,LFP,65,78,733,446,Plugged In,51,16,No,Low,Yes,0.15,43,11,7,24,28,21,1.47,3201,14,High,None
ST01272,Fortum,Delhi,Available,Fast,27.54,16.1,Lithium-ion,52,86,730,50,Idle,108,103,Yes,Low,Yes,0.103,69,18,11,16,40,43,1.62,2499,32,Medium,None
ST01273,Electrify America,Bangalore,Available,Fast,24.81,10.96,LFP,91,91,1458,249,Fast Charging,190,37,Yes,High,No,0.166,48,6,9,15,41,46,1.39,4659,45,Low,E404
ST01274,Fortum,Ahmedabad,Available,Ordinary,18.45,22.44,NMC,78,90,332,389,Charging,114,36,No,High,Yes,0.276,51,6,15,16,20,49,4.69,3608,42,Low,E404
ST01275,Ionity,Delhi,Available,Fast,15.23,47.96,NMC,45,78,342,294,Charging,77,82,No,Low,Yes,0.182,45,20,13,24,36,30,1.85,4870,27,Low,E303
ST01276,Tata Power,Chennai,Available,Ordinary,16.86,0.58,Lithium-ion,66,71,683,97,Idle,102,5,Yes,High,Yes,0.167,57,8,20,18,37,31,1.32,4618,38,Low,E202
ST01277,Ionity,Pune,Available,Ordinary,15.6,49.97,LFP,100,73,137,475,Charging,224,8,No,High,Yes,0.233,53,10,6,19,20,33,4.88,4347,34,Medium,E202
ST01278,Electrify America,Chennai,Occupied,Ordinary,26.46,33.12,NMC,19,73,261,323,Idle,173,51,Yes,High,Yes,0.134,44,14,20,23,33,36,1.23,1258,14,Low,E303
ST01279,Tata Power,Chennai,Occupied,Ordinary,6.32,36.09,NMC,98,95,718,457,Idle,204,35,Yes,High,No,0.178,59,7,18,18,23,34,3.4,1308,28,Medium,E303
ST01280,ChargeZone,Hyderabad,Available,Ordinary,7.42,46.39,NMC,29,94,950,347,Idle,138,69,Yes,Low,Yes,0.109,49,17,11,33,33,28,1.29,2434,45,Low,E202
ST01281,Tata Power,Delhi,Available,Fast,21.78,25.37,LFP,99,88,241,233,Idle,54,116,No,Normal,No,0.109,60,10,16,45,36,34,2.79,1553,30,Medium,E303
ST01282,ChargeZone,Chennai,Occupied,Fast,9.19,27.85,NMC,80,82,617,89,Fast Charging,41,53,No,Low,Yes,0.232,50,22,5,43,40,37,1.15,3679,17,High,E303
ST01283,Tata Power,Pune,Occupied,Fast,24.82,5.89,LFP,100,93,215,251,Charging,81,100,No,High,No,0.116,43,14,7,44,18,24,4.86,1493,14,Low,None
ST01284,Fortum,Mumbai,Available,Ordinary,20.86,16.59,NMC,75,71,1289,250,Idle,22,100,No,Low,No,0.205,69,24,20,17,29,50,3.84,2797,15,Medium,E404
ST01285,ChargeZone,Hyderabad,Available,Fast,9.46,27.86,NMC,52,94,451,54,Charging,169,78,No,Normal,Yes,0.242,48,21,7,25,43,24,1.15,1461,45,Medium,E303
ST01286,Electrify America,Hyderabad,Available,Ordinary,8.79,15.39,NMC,70,92,1174,421,Fast Charging,91,49,Yes,Low,Yes,0.143,66,12,10,54,44,33,3.22,3490,40,High,E101
ST01287,Ionity,Mumbai,Occupied,Ordinary,12.14,13.68,Lithium-ion,99,94,1396,361,Plugged In,100,87,Yes,Normal,No,0.226,50,8,8,25,17,22,1.85,2830,38,Medium,E404
ST01288,Fortum,Bangalore,Occupied,Fast,22.35,5.03,Lithium-ion,77,70,888,396,Idle,128,24,No,High,Yes,0.149,49,8,15,17,31,20,1.39,1065,34,High,E202
ST01289,Fortum,Ahmedabad,Available,Ordinary,8.52,39.1,LFP,89,83,889,339,Fast Charging,21,31,No,High,No,0.296,47,15,10,45,35,23,4.42,2549,44,High,E303
ST01290,Electrify America,Bangalore,Occupied,Ordinary,16.41,42.85,LFP,55,91,903,137,Charging,8,93,No,Low,Yes,0.114,46,10,12,21,28,45,2.38,4298,13,Medium,None
ST01291,ChargeZone,Mumbai,Occupied,Fast,16.44,44.65,LFP,51,86,1332,128,Plugged In,37,113,Yes,Normal,Yes,0.104,46,25,13,17,41,36,4.96,2424,26,Low,E101
ST01292,Fortum,Mumbai,Available,Ordinary,11.93,36.24,Lithium-ion,82,82,669,400,Plugged In,143,120,Yes,High,Yes,0.195,45,19,20,20,32,31,3.72,2018,17,Low,E202
ST01293,Ionity,Ahmedabad,Available,Fast,22.93,14.8,Lithium-ion,80,77,701,393,Fast Charging,147,53,Yes,Low,No,0.271,52,19,13,25,23,43,3.18,2676,12,Medium,E404
ST01294,ChargeZone,Bangalore,Available,Fast,9.83,7.97,LFP,50,76,999,268,Idle,217,20,No,Normal,Yes,0.216,66,25,13,34,25,27,1.29,2632,29,High,E202
ST01295,Tata Power,Chennai,Occupied,Ordinary,5.92,40.05,LFP,97,81,891,257,Idle,3,43,No,High,No,0.235,67,21,6,39,21,29,3.01,4804,16,Medium,E202
ST01296,ChargeZone,Mumbai,Occupied,Ordinary,27.16,3.7,Lithium-ion,36,99,1270,77,Idle,189,105,Yes,Normal,No,0.24,49,20,15,44,38,35,4.65,4864,32,High,E202
ST01297,Ionity,Mumbai,Occupied,Fast,17.47,24.17,Lithium-ion,22,91,1100,246,Plugged In,130,66,No,High,No,0.225,51,12,18,36,19,21,3.52,3180,15,Medium,E202
ST01298,Fortum,Mumbai,Available,Ordinary,29.22,30.84,NMC,43,97,1279,241,Charging,109,113,Yes,High,Yes,0.289,68,21,19,50,30,37,2.28,2529,41,Low,E404
ST01299,ChargeZone,Delhi,Available,Ordinary,25.77,27.46,NMC,94,77,624,374,Charging,229,120,Yes,Low,Yes,0.128,44,7,5,50,39,20,4.41,3489,35,Low,E303
ST01300,ChargeZone,Chennai,Occupied,Fast,14.35,5.31,LFP,96,74,626,318,Plugged In,101,110,Yes,Low,Yes,0.129,55,12,18,23,35,24,4.92,3803,34,Medium,E101
ST01301,Tata Power,Mumbai,Occupied,Fast,18.67,27.57,Lithium-ion,90,93,1404,394,Idle,105,35,Yes,High,No,0.284,63,18,14,37,26,24,3.05,1514,40,High,E404
ST01302,Electrify America,Hyderabad,Occupied,Ordinary,27.43,19.98,Lithium-ion,65,82,155,397,Fast Charging,246,88,Yes,Low,Yes,0.29,59,13,7,22,23,34,2.81,4901,12,High,E202
ST01303,Tata Power,Mumbai,Available,Fast,10.9,48.26,LFP,48,99,1162,341,Charging,182,98,Yes,High,Yes,0.28,66,19,19,50,20,32,1.55,4713,37,Low,None
ST01304,ChargeZone,Hyderabad,Occupied,Ordinary,21.38,10.61,NMC,61,94,241,221,Idle,39,5,No,High,No,0.159,50,25,13,50,36,45,2.45,3797,10,Low,E404
ST01305,Ionity,Kolkata,Occupied,Fast,12.78,43.0,Lithium-ion,72,72,965,281,Idle,227,55,No,Normal,Yes,0.194,66,9,16,33,42,46,2.35,2501,11,Medium,E404
ST01306,BP Pulse,Delhi,Available,Fast,12.43,35.45,Lithium-ion,48,84,240,272,Plugged In,102,106,No,Low,No,0.258,54,9,7,41,33,49,3.83,2800,29,High,E303
ST01307,ChargeZone,Bangalore,Available,Fast,16.65,34.04,Lithium-ion,96,71,1154,492,Plugged In,201,39,No,High,No,0.196,65,16,5,30,38,45,1.95,4360,35,Low,E303
ST01308,ChargeZone,Pune,Available,Fast,25.48,9.31,NMC,86,83,1062,213,Idle,218,21,Yes,High,No,0.202,49,9,5,19,21,31,1.39,4782,23,Medium,E101
ST01309,BP Pulse,Kolkata,Available,Ordinary,28.88,19.64,LFP,96,89,415,366,Fast Charging,78,52,No,Normal,No,0.119,44,23,11,23,15,33,1.66,2551,17,Medium,None
ST01310,BP Pulse,Chennai,Occupied,Ordinary,7.16,6.75,NMC,73,98,626,137,Plugged In,180,34,Yes,High,Yes,0.263,43,15,20,24,27,43,4.6,1360,32,High,E101
ST01311,Tata Power,Ahmedabad,Occupied,Fast,7.53,19.35,Lithium-ion,99,96,628,64,Fast Charging,137,13,No,Low,No,0.164,46,18,18,42,18,30,2.62,2916,19,High,E101
ST01312,Ionity,Mumbai,Available,Ordinary,18.26,20.67,NMC,92,95,1003,398,Charging,30,32,No,High,No,0.251,53,11,5,39,22,26,1.26,1907,44,Medium,E404
ST01313,Ionity,Ahmedabad,Available,Fast,14.98,49.26,LFP,75,91,534,285,Charging,24,81,Yes,Normal,Yes,0.141,58,12,6,48,17,22,3.86,1925,38,Medium,None
ST01314,Electrify America,Kolkata,Occupied,Fast,21.67,43.53,Lithium-ion,95,80,929,160,Plugged In,4,31,Yes,Normal,Yes,0.184,60,8,20,29,36,21,1.5,4942,32,High,None
ST01315,Ionity,Chennai,Available,Fast,20.93,43.6,Lithium-ion,39,83,354,161,Fast Charging,243,30,Yes,Low,Yes,0.288,60,8,10,17,23,41,2.0,2295,26,High,E202
ST01316,ChargeZone,Hyderabad,Available,Ordinary,28.54,1.24,Lithium-ion,93,99,693,163,Idle,247,36,No,High,Yes,0.298,54,20,5,41,38,34,3.79,3533,43,Medium,E101
ST01317,Tata Power,Hyderabad,Available,Fast,8.58,35.41,LFP,27,83,106,140,Charging,92,117,No,Normal,No,0.15,54,6,13,28,23,25,3.71,1673,23,High,E303
ST01318,BP Pulse,Bangalore,Occupied,Fast,15.11,8.36,Lithium-ion,49,79,1497,229,Charging,225,96,No,Normal,Yes,0.215,45,14,5,32,29,40,2.53,1575,36,Low,E404
ST01319,Electrify America,Mumbai,Occupied,Fast,15.06,45.78,LFP,96,98,234,181,Idle,177,21,Yes,Normal,Yes,0.192,64,16,11,21,22,50,2.71,1203,14,Low,E202
ST01320,ChargeZone,Mumbai,Available,Ordinary,28.88,16.52,LFP,6,82,1309,471,Idle,232,86,Yes,Low,No,0.233,57,12,7,20,20,48,1.7,1743,39,Low,E202
ST01321,Ionity,Mumbai,Available,Ordinary,8.64,2.37,Lithium-ion,99,80,619,79,Charging,151,80,No,Normal,No,0.276,61,6,5,49,31,32,3.75,4992,19,High,E404
ST01322,ChargeZone,Kolkata,Available,Fast,15.74,43.59,Lithium-ion,89,84,1284,488,Idle,15,33,No,Low,No,0.187,45,15,17,35,27,31,2.83,1449,22,Medium,E404
ST01323,Fortum,Mumbai,Occupied,Fast,17.81,34.51,NMC,42,85,1469,136,Idle,63,50,No,High,Yes,0.289,53,10,18,35,44,29,2.79,1626,19,Medium,E404
ST01324,Ionity,Bangalore,Available,Fast,24.95,39.36,LFP,45,79,222,324,Idle,161,93,No,Normal,Yes,0.177,40,5,15,34,36,23,4.04,4906,39,Low,E101
ST01325,Ionity,Ahmedabad,Occupied,Fast,24.35,20.78,NMC,68,88,1040,379,Plugged In,237,33,No,Low,No,0.16,66,17,15,46,37,47,2.63,2631,17,High,E404
ST01326,ChargeZone,Delhi,Available,Ordinary,12.98,21.02,LFP,28,92,176,155,Fast Charging,31,120,Yes,High,Yes,0.288,60,20,16,45,21,34,3.56,1526,28,Medium,E303
ST01327,ChargeZone,Chennai,Occupied,Fast,21.08,45.66,NMC,94,70,240,463,Idle,46,43,No,Normal,Yes,0.133,46,20,19,34,31,50,4.16,3099,42,Medium,E202
ST01328,BP Pulse,Kolkata,Available,Ordinary,18.24,22.91,LFP,69,94,958,141,Charging,39,55,Yes,Normal,No,0.198,54,18,16,55,22,41,2.11,1160,26,High,E404
ST01329,ChargeZone,Hyderabad,Occupied,Ordinary,23.23,36.57,NMC,95,87,1295,201,Fast Charging,59,106,Yes,High,Yes,0.276,48,9,13,43,39,49,3.94,1567,24,High,E202
ST01330,Ionity,Chennai,Occupied,Ordinary,15.26,22.57,NMC,70,95,1416,297,Charging,176,81,Yes,Low,Yes,0.129,41,5,12,31,31,46,4.96,4347,28,Medium,E404
ST01331,BP Pulse,Delhi,Available,Ordinary,8.59,2.06,NMC,74,88,975,201,Fast Charging,60,38,Yes,Low,Yes,0.153,64,11,13,29,31,26,2.48,4888,26,Low,E404
ST01332,BP Pulse,Mumbai,Occupied,Fast,13.77,30.94,LFP,77,80,1375,118,Charging,3,113,No,High,Yes,0.101,55,6,20,31,36,22,1.72,4370,19,Medium,E101
ST01333,BP Pulse,Pune,Available,Ordinary,6.08,33.14,LFP,11,82,758,478,Idle,174,79,No,Normal,Yes,0.139,42,19,16,24,40,33,1.85,1959,40,High,E303
ST01334,Ionity,Bangalore,Available,Fast,27.29,36.38,NMC,19,87,1029,386,Charging,23,31,No,Normal,Yes,0.195,64,7,5,23,38,40,2.14,4111,37,Low,E202
ST01335,Tata Power,Mumbai,Occupied,Fast,10.86,47.1,LFP,65,92,1190,458,Plugged In,225,15,No,High,Yes,0.233,42,16,17,39,38,25,1.18,4168,11,Low,E101
ST01336,Fortum,Chennai,Occupied,Ordinary,16.23,25.19,Lithium-ion,41,97,1023,276,Fast Charging,227,119,Yes,High,Yes,0.19,68,19,16,49,37,47,2.04,3145,35,Low,E202
ST01337,BP Pulse,Delhi,Available,Fast,12.56,16.05,Lithium-ion,17,84,265,435,Fast Charging,214,54,Yes,Normal,No,0.214,48,14,9,34,20,29,3.64,1129,37,Low,None
ST01338,ChargeZone,Kolkata,Available,Fast,15.78,44.68,Lithium-ion,100,74,611,495,Plugged In,151,118,Yes,Low,No,0.225,69,16,13,44,17,44,2.63,1040,12,High,E202
ST01339,Electrify America,Ahmedabad,Available,Fast,11.24,22.48,NMC,34,72,823,131,Idle,78,112,No,Low,No,0.288,46,22,20,21,36,20,2.26,2785,12,High,E101
ST01340,BP Pulse,Chennai,Available,Ordinary,14.56,33.87,LFP,18,86,1238,176,Idle,59,99,No,High,No,0.115,44,10,6,39,33,38,2.67,3893,34,High,None
